pair_id,customer_id,customer_text,brand_text,customer_tweet_id,brand_tweet_id,created_at
12725,386102,my phone when i think my spotify has fixed itself but then starts playing up again https://t.co/BYRdlv96FS,@386102 We've just replied to your DM. We'll carry on chatting there! /K,1270523,1270522,Wed Oct 25 17:20:06 +0000 2017
5987,276192,@SpotifyCares how can I change my login to my email rather than Facebook? My experience isint the same across platforms and some features,"@276192 Hey Marlon, the cavalry's here! Could you shoot us over your email address and a link to your FB profile in a DM? We'll take a look backstage 🔍 /JY https://t.co/ldFdZRiNAt",656463,656462,Wed Nov 22 20:47:37 +0000 2017
7886,319832,@SpotifyCares thanks guys. you are the best!,"@319832 Aww, thanks for the kind words. You know that we're always here for you. If you need help, we're just a tweet away 🙂 /DD",839948,839950,Fri Oct 13 03:23:07 +0000 2017
24785,662942,@SpotifyCares Thank you!,@662942 You're welcome! We're just a tweet away if you need anything else 🙂 /NJ,2280528,2280530,Sat Nov 11 20:51:17 +0000 2017
5585,267246,@SpotifyCares Why tho it was so much easier,"@267246 We appreciate your feedback. Not to worry, we'll make sure it's passed on to the relevant folks. In-app is 30% more expensive due to Apple's transactional costs. Get it cheaper directly at the link we've sent above. If there's anything else we can help with, just let us know /NG",620383,620382,Wed Nov 22 17:10:17 +0000 2017
12164,408516,"@SpotifyCares iPhone 6s, most recent spotify, and it just happened randomly and it's annoying","@408516 1: We'll get to the bottom of this. To get your iOS version, just head to your device's Settings &gt; General &gt; About.",1230173,1230175,Mon Oct 16 21:59:18 +0000 2017
27110,705874,"@SpotifyCares just did, thank you.",@705874 Any time! Feel free to reach out if you ever need any help. We're more than happy to lend a hand /TB,2466910,2466909,Sat Nov 25 22:42:37 +0000 2017
15437,147850,@SpotifyCares my partner paid for a family account but I'm not receiving the invite! Nothing to do with email. It's not sending it. Help!,"@147850 Hey there, help's here! Could you shoot us a DM with the usernames and email addresses for both accounts? We'll take a look backstage /VK https://t.co/ldFdZRiNAt",1574837,1574836,Mon Oct 16 22:22:45 +0000 2017
16698,518000,"@115888 how am I supposed to navigate in the app between browse and search, if my “now playing” is blocking the way? 😭 https://t.co/o93CSsD0ea","@518000 Hey Alyssa! What Android and Spotify version are you using? Also, does logging out and logging back in help at all? We'll help you out /BH",1709588,1709587,Tue Nov 07 00:37:13 +0000 2017
29880,763275,@SpotifyCares https://t.co/izePTgfwaG,"@763275 Hi! We’d love to have all of Miley's stuff available, but we have some info about content here: https://t.co/0i8GpimuDa. Hope this clears things up /DR",2720083,2720081,Mon Nov 20 08:40:51 +0000 2017
5305,258119,@115888 La oferta solo aplica pagando con tarjeta?,"@258119 Hey Eduardo! We can help out in English via Twitter, but we also have Italian support through email at https://t.co/ZgU70TbP8M. If you'd like to carry on here, just let us know /DB",585144,585143,Sun Dec 03 14:16:32 +0000 2017
17498,534881,How do you see how many times a songs been listened to on Spotify?,"@534881 Hi there! What device, operating system, and Spotify version are you using? We'll keep an eye out for your reply /LP",1780341,1780340,Tue Oct 24 18:05:44 +0000 2017
5658,268784,@SpotifyCares hi I’ve just received this ‘offer’ from you? Why is the offer the same price for 3 months as £9.99p/m is standard price? Not much of an offer for 3 months? https://t.co/PhmUNLRY3P,"@268784 Hey, thanks for taking the time to reach out. We don't have any specific info to share, but we appreciate the feedback. For anything else, we're just a tweet away /JE",628115,628114,Wed Nov 22 11:07:47 +0000 2017
32856,816404,"@115888 you really need a ""i dont like this"" option. Im REALLY sick of all the shit punk music that keeps cropping up. I have more classical than punk (every now and than a punk band cover something not punk) yet wheres my classical in discover weekly?","@816404 Hi! We're sorry to hear that. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/LbswRrIq0Q /AU",2957826,2957825,Wed Nov 29 18:19:18 +0000 2017
15566,488639,@SpotifyCares i did clear the cache and the problem is still there.,"@488639 Just to check, are you on a home or public network? If possible, can you try rebooting the router to see if the issue persists? /AR",1588980,1588981,Sun Nov 05 22:35:34 +0000 2017
17405,533537,Is there any way to sort @115888 playlists by release date?,"@533537 Hey there! This isn't possible right now, but you can show your support for the idea in our Community: https://t.co/qb974jjD2Q /NS",1775522,1775521,Tue Oct 10 22:21:51 +0000 2017
23061,632022,@SpotifyCares Well this is embarrassing but it’s playing now 👀 panic over!,@632022 Woohoo! Glad to hear everything's working okay now. You know where to find us if you ever need us again 😉 /CH,2150449,2150447,Thu Nov 09 00:37:19 +0000 2017
2030,170415,"@SpotifyCares Pixel XL running Android O (8.0.0). It started after a Spotify update last week or so, but I am not sure which one.",@170415 Thanks for the info! What troubleshooting have you tried so far? Does this happen with every track/album/playlist you try to share? /CB,228272,228270,Wed Oct 11 12:29:39 +0000 2017
27262,709058,"@115888 @117168 Hey Quick question. Are you guys going to put ""Wicker chair"" by @33326  back on Spotify?",@709058 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /DF,2481563,2481561,Sun Oct 29 18:29:25 +0000 2017
28939,739998,"@115888, downloaded an album to play when im out for it not then not play at all. What am I paying for?","@739998 Hi Shan, help's here. Can you let us know the device you're using, its operating system, and Spotify version? We'll see what we can suggest /NY",2618545,2618544,Fri Nov 17 13:53:20 +0000 2017
14971,473197,@115888 @SpotifyCares plz change @133324 information? 'Rap Monster' is now known as RM- also could you add Taehyungs acting career 🧡🧡🧡,"@473197 2: playlists, but we’ll pass on your suggestion. Let us know if we can help with anything else. We're just a tweet away 🙂 /LM",1522809,1522808,Fri Nov 03 20:35:06 +0000 2017
19684,568195,"My Discover Weekly contains TWO Mac Demarco songs
Will U comp me for this month, @115888 ?","@568195 Hey! We can't offer compensation, but your Discover Weekly should improve as it gets to know you. Any questions, give us a shout /PB",1907026,1907025,Wed Oct 25 14:34:45 +0000 2017
11901,287348,@SpotifyCares after all that hassle of Spotify transferring my account then resigning $$$.. STILL DON'T HAVE PREMIUM WHAT IS YOUR PROBLEM,@287348 Hey Nathaniel! We've just sent you a DM with a little more info. We'll carry on chatting there /K,1209995,1209993,Tue Oct 24 21:01:53 +0000 2017
11437,249035,@115888 @115858 Spotify is soooo buggy for CarPlay. Pls fix soon thanks,"@249035 Hi Lizzie, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI",1162421,1162419,Fri Nov 10 16:25:33 +0000 2017
3593,211012,@SpotifyCares just got an email from you that my email address was changed with you. I didn't change it + now I can't log in. Please advise,@211012 Hi Brad! We’re sorry to hear that. Check out Step 2 at https://t.co/QHn3ok8y2n for what to do next /NJ,401762,401761,Mon Oct 09 18:52:23 +0000 2017
7162,305379,WHY is it that random people continue to hijack my #spotify account??? I've changed my password four times in the last month. I'M TIRED. https://t.co/KfXp2GxGW4,@305379 Hey! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /JS,775830,775829,Thu Oct 12 02:25:42 +0000 2017
1732,160564,"@SpotifyCares Pixel AND Pixel XL, both running 8.0. Both with latest Spotify version 8.4.21.508.","@160564 Thanks. Can you try restarting your device, then log out and back in? Let us know how it goes /AU",190063,190062,Wed Oct 04 22:34:00 +0000 2017
15826,496327,@SpotifyCares It's clearly a bug in your card number formatter though. It adds a space to the input field every 4 numbers but doesn't reposition the caret,"@496327 Thanks for letting us know. We'll pass it on. For now, you can sign up for Premium at https://t.co/WB5TSxRfDe /CB",1618998,1618997,Sun Nov 05 15:52:29 +0000 2017
16004,421353,"@SpotifyCares OK. Thanks. If I wanted to import my existing iTunes to Spotify, how do I do it? Done in the past ages ago but want to copy latest. File-&gt; Import Playlists-&gt; iTunes does nothing","@421353 There's more about this under ""Can I import my iTunes library?"" here: https://t.co/SgMwFS1ONz. Hope that helps /NQ",1645296,1645295,Mon Nov 06 01:31:55 +0000 2017
25962,678758,Ah ada banyak lagu Indo yang okeh dan gak ada di @118266... Bisa request gak yah?,"@678758 Hi there! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /NH",2347863,2347862,Mon Nov 13 13:51:54 +0000 2017
14735,469904,@SpotifyCares 1.0.65.320.gac7a8e02,@469904 Thanks. Are you getting any specific error messages? A screenshot would come in handy /NS,1507583,1507581,Mon Oct 16 23:33:35 +0000 2017
32555,810215,"There really needs to be @115888 feature where you can add a specific part of a song, rather than the whole song, to a playlist.","@810215 Hey Nick, this sounds like a great idea! Suggest it in our Community at https://t.co/CTw7YUdKl7 and get support from other users /CH",2928668,2928667,Wed Nov 29 03:39:00 +0000 2017
19164,558147,@115888 What is this option? https://t.co/QFA9qhq4Fi,@558147 Hey Cameron! The Stranger Things Mode is in partnership with Netflix to promote the latest season of Stranger Things. This will change the look of your app while playing any Stranger Things playlist curated by Spotify. Hope you like it 🙂 /KM,1868502,1868500,Sun Nov 26 06:29:09 +0000 2017
22295,206832,@SpotifyCares E mail __email__,@206832 Thanks. We suggest you delete your last tweets as it shows your email address. Can you DM your members' email addresses to us as well? /DR https://t.co/ldFdZRiNAt,2077637,2077638,Mon Oct 09 14:19:08 +0000 2017
9774,359345,@115888 or some other spotify playlist recognition function,"@359345 Hey, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /PB",1011576,1011575,Sun Oct 22 12:47:15 +0000 2017
32758,814114,@115888 @44782 @113093 I really need this track for a shared playlist. https://t.co/HuueV9jZ3F,@814114 Hey! We’ll have it available to you as soon as it’s available to us! There's more info here: https://t.co/1dgftcFtzc 🙂 /L,2947616,2947615,Wed Nov 29 00:50:16 +0000 2017
19655,567763,Any chance the @1922 family of podcasts will be on @115888 any time soon? Currently I’m only seeing Weekend. #please,@567763 Hey Alex! Thanks for the suggestion. We’re working hard with rights holders to get more of the best content on the service. Stay tuned /RE,1905336,1905335,Wed Oct 25 11:00:34 +0000 2017
27723,718654,@SpotifyCares  umm my student premium account isn’t connecting to Hulu anymore,"@718654 Hey Josh, help's arrived! Could you fire over your username and email address? We'll take a look backstage /JQ https://t.co/ldFdZRiNAt",2523582,2523581,Thu Nov 16 02:21:21 +0000 2017
9839,361584,@SpotifyCares Thanks babe,@361584 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /PB,1020906,1020905,Thu Oct 12 15:37:44 +0000 2017
6798,294503,@SpotifyCares My Spotify keeps logging out and I can’t play music from my lock screen. How come? iPhone 7 and updated,@294503 Hey! Could you let us know the iOS and Spotify versions you're running? We'll see what we can suggest /RC,728394,728396,Wed Oct 18 08:07:15 +0000 2017
15869,498066,.@SpotifyCares im cool w you playing suggested and related music for me but do not ever play halsey for me ever again thats just rude,@498066 2: adding more artists into your playlists. Hope this helps /MU,1626585,1626584,Tue Oct 17 10:54:37 +0000 2017
22027,554613,@115888 I beg you please stop deleting off-line albums from my iPhone. I’m tired of adding them time and time again,@554613 1: Hey Rodrigo! We're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tF47d5.,1853441,1853442,Thu Oct 19 00:40:27 +0000 2017
26129,682725,Hey @SpotifyCares did a recent iOS update remove search from the app?,@682725 Hey! You should still be able to use Search on the most recent version of iOS. Could you let us know what's happening exactly? /CX,2364779,2364777,Mon Nov 13 22:22:50 +0000 2017
23336,209849,@115888 I wish I didn't have to push a button for a small ad for 30 min ad free. My hands aren't always free to push. But I'm not paying cause I can't always listen,@209849 Hey Alexandra! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team /RS,2175458,2175457,Thu Nov 09 13:19:18 +0000 2017
26572,692636,@115888 Where's iPhone X support??,@692636 Hey there! we’re working on it as we speak. Stay tuned 🔧 /PB,2408829,2408828,Tue Nov 14 14:43:08 +0000 2017
19531,565258,"@SpotifyCares If I download a playlist to my phone that I add new songs to each day, will those new songs auto download to my phone?","@565258 1: Hi Steven! As long as you have a stable connection &amp; Offline Mode is disabled, the app should automatically download the new songs...",1896515,1896514,Tue Oct 24 13:20:19 +0000 2017
6456,287079,@115888 can y’all put @13667 #S4MF2 on there I’ll appreciate it,"@287079 Hi there! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /AP",700200,700199,Fri Oct 06 00:03:55 +0000 2017
18561,551574,@SpotifyCares does your premium students deal apply to high school students or just those in college/university??,@551574 Hi there! Right now the student discount is only available for students in accredited colleges and universities. Hope that helps /NQ,1840466,1840465,Tue Oct 17 22:54:40 +0000 2017
13340,432780,@SpotifyCares UK,"@432780 Got it. Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /JE",1340968,1340967,Fri Oct 27 15:35:19 +0000 2017
23091,620904,I really hope one day @115888 brings back the lyrics feature! that is something I have been missing since it was removed! Here's hoping!,"@620904 Hey! We hear you. Any updates will be posted at https://t.co/osebD49Qxe. We'd recommend voting to support the idea, too /NQ",2153153,2153152,Thu Nov 09 01:16:44 +0000 2017
30881,784822,I’m ready for a redesign of the @115888 mobile interface. Happy to help!,"@784822 Hey Chris! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /FR",2815060,2815059,Mon Nov 27 01:40:15 +0000 2017
26678,647489,@694027 @115888 @SpotifyCares updated to today’s version and the app just crashes on my X. sucks.,@647489 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /JM,2414538,2422804,Tue Nov 14 18:15:14 +0000 2017
5909,274528,"@SpotifyCares Trying to create an account, but when I submit, I just get a spinner. Tried incognito and other browsers, emails and devices.","@274528 Hey there! Is this happening over WiFi, 3G/4G, or both? We'll see what we can suggest /MA",649981,649980,Thu Oct 05 06:36:59 +0000 2017
17293,531360,@SpotifyCares Interesting number. Why 3333?,"@531360 We don't have any info on this right now, but If you ever need anything else, just shout and we'll come running 🏃 /KL",1767069,1767068,Tue Nov 07 22:02:50 +0000 2017
16600,515897,Só @115888 just decide to delete all my music...the audacity! I want my money back. What kind of ship are y'all running ?,"@515897 Hey there! That doesn't sound good. Can you let us know if they're missing, or just removed from downloads? /PB",1701521,1701520,Mon Nov 06 19:16:55 +0000 2017
11819,402827,"@SpotifyCares One plus 5, Android 7.1.1 / Oxygen 4.5.10, Spotify very 8.4.22.857armv7. Thanks!",@402827 No worries. Can you give this a try: log out from Spotify &gt; restart your device &gt; log back in? Did that make a difference? /DR,1203974,1203976,Mon Oct 16 06:39:39 +0000 2017
11130,363229,"Hey, @SpotifyCares! Got any ideas on how to block my asshat flatmate from raiding my @44009 Hi-Fi with SpotifyConnect in a shared WiFi?","@363229 2: Not to worry. We'll make sure to pass your feedback on to the right team. If there's anything else, just let us know /AU",1027816,1027818,Sat Oct 14 13:09:24 +0000 2017
21386,598686,"@SpotifyCares my songs keep getting deleted from my phone. I woke up today, and 95% were undownloaded w/ random songs still being there. https://t.co/Wf72K7kAcC",@598686 Hi Lucas! Can you check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF? They should help with this /ME,2024408,2024407,Mon Nov 06 12:51:43 +0000 2017
32516,809148,@SpotifyCares Same goes in the Assistant settings page. https://t.co/aEUGoSN26h,"@809148 Thanks for the screenshots. In this case, we'd suggest getting in touch with Google directly regarding this. They should be able to help out /NS",2924055,2924058,Wed Nov 29 03:14:58 +0000 2017
13511,436313,"@SpotifyCares @29949 When I use Spotify in offline mode in the car,  when I choose ""Recent..."" it continously loads with no results.","@436313 Hey there! Don’t worry, we can help. Can you let us know what device/version of Spotify are you using? We'll see what we can suggest /JI",1356649,1356648,Fri Oct 27 16:03:20 +0000 2017
22230,612732,@115888 I... I just want to save amazing songs without having to delete anything else from my library!! Is that too much to ask for? @SpotifyCares,"@612732 Hi! We have no updates on this yet, but we'll let the right team know about your feedback. Let us know if you have other questions /GK",2071776,2071774,Mon Oct 09 06:29:28 +0000 2017
24895,664365,@SpotifyCares - Yr App is killing my business. Keeps crashing/pple complaining/ music keeps stopping. Not happy😢😢😢,"@664365 Hey Janelle! Don't worry, we're here to help. Can you let us know the device, operating system, and Spotify version you're using? /MT",2286386,2286384,Sun Nov 12 00:41:07 +0000 2017
27003,703616,@SpotifyCares The updated version is out and it’s solid. 👌🏻,@703616 We're glad you like it. Just give us a shout in case you have other questions /GK,2456278,2456281,Mon Nov 20 14:24:39 +0000 2017
16112,505338,"@SpotifyCares I have had trouble playing music made by Karpe Diem and Kendrick Lamar lately. Works with other people, what should i do?","@505338 Hey! Do you get an error message when trying to play tracks from both artists? Also, can you let us know the device/OS you’re using? /SJ",1656001,1656000,Mon Oct 16 13:51:08 +0000 2017
19238,559005,"@SpotifyCares It finally went through and I have premium now, have a goodnight",@559005 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /FR,1871952,1871954,Fri Oct 20 02:33:56 +0000 2017
2555,185774,"@SpotifyCares About 2,000",@185774 Thanks! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /SY,292978,292980,Fri Oct 06 17:04:29 +0000 2017
32779,814424,Fam @115888 why is @98201 “Rain On Me” NOT on Chapter II ??,@814424 Hey there! We'd love to have all her stuff available but we have some more info about missing content at https://t.co/1dgftcFtzc. Let us know if you need anything else 🙂 /KL,2948918,2948917,Wed Nov 29 16:20:13 +0000 2017
4745,244741,@115888 Also will you hire me once I graduate thank you,"@244741 Hey there! We're afraid we don't have any info on this right now, but we'll pass your suggestion to the right folks. On another note, we'd recommend checking out https://t.co/c1Z94oBFOl for any openings in the future. Hope this helps 🙂 /LP",538060,538059,Sat Dec 02 03:15:31 +0000 2017
22284,614146,@SpotifyCares Why would you take that away? Why.,"@614146 We don't have any more info that we can share about this, but we'll let the team know that this is something you'd like to see again /CX",2076536,2076538,Mon Oct 09 09:10:07 +0000 2017
2565,186018,Just got some quality assistance from @SpotifyCares. Excellent customer service. Bravo. https://t.co/QwQxjiaRlR,"@186018 Thanks for the sweet comment! If you ever need us again, you know where to find us 💚 /NG",293871,293870,Fri Oct 06 17:13:53 +0000 2017
15483,407204,@SpotifyCares Well her music was available on Spotify but was almost immediately took off.. can you tell me why please??,@407204 Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /DF,1580666,1580668,Sat Oct 28 22:36:36 +0000 2017
8048,322350,@SpotifyCares I'm just contacting you guys in case it's a security issue. Have a nice day.,"@322350 2: https://t.co/QHn3ok8y2n for what to do next. If you have other questions, we'll come running 🏃 /RR",851856,851855,Fri Oct 20 13:15:01 +0000 2017
28138,726095,I wish I could 'thumbs down' an artist on @115888 to prevent any of their music appearing in my radio stations.,"@726095 Hey Adam! The radio evolves over time with your listening, so continue to tap ❤️ while it’s playing to replace your unwanted tracks 🙂 /KL",2557540,2557539,Thu Nov 16 16:02:16 +0000 2017
4342,231902,@118266 mau nanya promo yg 3 bulan 50k itu kalo bayar pake XL ada minimum pulsa gak ya? krn pulsa saya pas 50k tp pas udh masukkin pin katanya saldonya kurang. https://t.co/sOuyfeRWU9,"@231902 Hey Diana! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /JI",490763,490762,Fri Dec 01 15:12:22 +0000 2017
10477,373691,@SpotifyCares Please try! It’s been offline now for like 2 months 😫😫😫,"@373691 We also can't find the playlist. Don't worry, we’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /JP",1075223,1075224,Fri Oct 13 14:43:16 +0000 2017
1292,151371,Appreciate it. https://t.co/7BxCc61d9G,"@151371 No worries! If you ever need anything else, just shout and we'll come running 🏃 /DF",158934,158933,Fri Nov 24 17:45:50 +0000 2017
3048,197494,@SpotifyCares Update: I just tried to play other albums by the same artist and got the same result,"@197494 Thanks. Everything's working fine our end. Does logging out, restarting your device, and logging back in help at all? Keep us posted /AK",341105,341104,Sun Oct 08 00:14:23 +0000 2017
7935,320733,@SpotifyCares yes ive tried that but nothing worked because the playstation account i want to unlink the spotify account from doesnt exist anymore,"@320733 No worries. In this case, the folks over @AskPlayStation may be able to help you out with this. Give them a shout! /BH",844337,844339,Fri Oct 20 21:18:08 +0000 2017
23682,644355,"@115888 hey your app crashed and wiped all the saved songs from my listen offline, now I'm kinda screwed on this long drive","@644355 Hey Alex! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /MS",2203690,2203689,Thu Nov 09 20:09:35 +0000 2017
22051,610116,"@SpotifyCares got a new phone, logged in and it isn't set up for premium anymore.... what can I do? I don't want to be charged double","@610116 Hey Kevin, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt",2062972,2062971,Fri Oct 06 15:17:45 +0000 2017
22107,610820,@115888 I’ve found something for the time being 🎉 https://t.co/uCTO2DHd9k,"@610820 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /TB",2065523,2065521,Sat Oct 07 23:28:15 +0000 2017
28378,731453,"Dear @115888, your service is amazing. However, I just found out the Student discount is not available in Quebec. So...bye bye. Going to Apple Music I guess.","@731453 Hey there! Currently, we’re not able to offer the student discount in Quebec due to circumstances outside our control. We hope to be able to make it available in the future /LO",2580694,2580693,Thu Nov 16 20:44:06 +0000 2017
